lekon	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_english	nt_idn	nt_tapah	nt_comment	nt_xref	Concepticon_Gloss	Concepticon_ID	concept_url
1303. <20>	1303	sara ílìn	20	elf	eleven	sebelas	880	895	919	TRUE			sara ílìn				objects		ELEVEN	1706	https://concepticon.clld.org/parameters/1706
1304. <21>	1304	dò ílǐn	21	twaalf	twelve	dua belas	881	896	920	TRUE			dò ílǐn				people		TWELVE	1707	https://concepticon.clld.org/parameters/1707
1304. <21>	1304	dò ílìn	21	twaalf	twelve	dua belas	881	896	920	TRUE			dò ílìn				animals		TWELVE	1707	https://concepticon.clld.org/parameters/1707
1304. <21>	1304	dò ílìn	21	twaalf	twelve	dua belas	881	896	920	TRUE			dò ílìn				objects		TWELVE	1707	https://concepticon.clld.org/parameters/1707
1305. <22>	1305	têlò ílǐn	22	dertien	thirteen	tiga belas	882	897	921	FALSE			têlò ílǐn				people		THIRTEEN	1708	https://concepticon.clld.org/parameters/1708
1305. <22>	1305	têlò ílìn	22	dertien	thirteen	tiga belas	882	897	921	FALSE			têlò ílìn				animals		THIRTEEN	1708	https://concepticon.clld.org/parameters/1708
1305. <22>	1305	têlò ílìn	22	dertien	thirteen	tiga belas	882	897	921	FALSE			têlò ílìn				objects		THIRTEEN	1708	https://concepticon.clld.org/parameters/1708
1310. <23>	1310	òlò ílǐn	23	achttien	eighteen	delapan belas	887	898	-	FALSE			òlò ílǐn				people		EIGHTEEN	1713	https://concepticon.clld.org/parameters/1713
1310. <23>	1310	òlò ílìn	23	achttien	eighteen	delapan belas	887	898	-	FALSE			òlò ílìn				animals		EIGHTEEN	1713	https://concepticon.clld.org/parameters/1713
1310. <23>	1310	òlò ílìn	23	achttien	eighteen	delapan belas	887	898	-	FALSE			òlò ílìn				objects		EIGHTEEN	1713	https://concepticon.clld.org/parameters/1713
1311. <24>	1311	sioe-a ìlǐn	24	negentien	nineteen	sembilan belas	888	899	922	FALSE			sioe-a ìlǐn				people		NINETEEN	1714	https://concepticon.clld.org/parameters/1714
1311. <24>	1311	sioe-a ílìn	24	negentien	nineteen	sembilan belas	888	899	922	FALSE			sioe-a ílìn				animals		NINETEEN	1714	https://concepticon.clld.org/parameters/1714
1311. <24>	1311	sioe-a ílìn	24	negentien	nineteen	sembilan belas	888	899	922	FALSE			sioe-a ílìn				objects		NINETEEN	1714	https://concepticon.clld.org/parameters/1714
1312. <25>	1312	dò hoeloe	25	twintig	twenty	dua puluh	889	900	923	TRUE			dò hoeloe				people		TWENTY	1710	https://concepticon.clld.org/parameters/1710
1312. <25>	1312	dò hoeloe	25	twintig	twenty	dua puluh	889	900	923	TRUE			dò hoeloe				animals		TWENTY	1710	https://concepticon.clld.org/parameters/1710
1312. <25>	1312	dò hoeloe	25	twintig	twenty	dua puluh	889	900	923	TRUE			dò hoeloe				objects		TWENTY	1710	https://concepticon.clld.org/parameters/1710
1313. <26>	1313	dò hoeloe ansara	26	eenentwintig	twenty one	dua puluh satu	890	901	-	FALSE			dò hoeloe ansara				people		TWENTY ONE	1734	https://concepticon.clld.org/parameters/1734
1313. <26>	1313	dò hoeloe ansara	26	eenentwintig	twenty one	dua puluh satu	890	901	-	FALSE			dò hoeloe ansara				animals		TWENTY ONE	1734	https://concepticon.clld.org/parameters/1734
1313. <26>	1313	dò hoeloe ansara	26	eenentwintig	twenty one	dua puluh satu	890	901	-	FALSE			dò hoeloe ansara				objects		TWENTY ONE	1734	https://concepticon.clld.org/parameters/1734
1315. <27>	1315	dò hoeloe anlima	27	vijfentwintig	twenty five	dua puluh lima	891	902	-	FALSE			dò hoeloe anlima				people		TWENTY FIVE	1738	https://concepticon.clld.org/parameters/1738
1315. <27>	1315	dò hoeloe anlima	27	vijfentwintig	twenty five	dua puluh lima	891	902	-	FALSE			dò hoeloe anlima				animals		TWENTY FIVE	1738	https://concepticon.clld.org/parameters/1738
1315. <27>	1315	dò hoeloe anlima	27	vijfentwintig	twenty five	dua puluh lima	891	902	-	FALSE			dò hoeloe anlima				objects		TWENTY FIVE	1738	https://concepticon.clld.org/parameters/1738
1316. <28>	1316	têlò hoeloe	28	dertig	thirty	tiga puluh	892	903	925	FALSE			têlò hoeloe				people		THIRTY	1715	https://concepticon.clld.org/parameters/1715
1316. <28>	1316	têlò hoeloe	28	dertig	thirty	tiga puluh	892	903	925	FALSE			têlò hoeloe				animals		THIRTY	1715	https://concepticon.clld.org/parameters/1715
1316. <28>	1316	têlò hoeloe	28	dertig	thirty	tiga puluh	892	903	925	FALSE			têlò hoeloe				objects		THIRTY	1715	https://concepticon.clld.org/parameters/1715
1317. <29>	1317	aka hoeloe	29	veertig	fourty	empat puluh	893	904	926	FALSE			aka hoeloe				people		FORTY	1716	https://concepticon.clld.org/parameters/1716
1317. <29>	1317	aka hoeloe	29	veertig	fourty	empat puluh	893	904	926	FALSE			aka hoeloe				animals		FORTY	1716	https://concepticon.clld.org/parameters/1716
1317. <29>	1317	aka hoeloe	29	veertig	fourty	empat puluh	893	904	926	FALSE			aka hoeloe				objects		FORTY	1716	https://concepticon.clld.org/parameters/1716
1318. <30>	1318	lima hoeloe	30	vijftig	fifty	lima puluh	894	905	927	FALSE			lima hoeloe				people		FIFTY	1717	https://concepticon.clld.org/parameters/1717
1318. <30>	1318	lima hoeloe	30	vijftig	fifty	lima puluh	894	905	927	FALSE			lima hoeloe				animals		FIFTY	1717	https://concepticon.clld.org/parameters/1717
1318. <30>	1318	lima hoeloe	30	vijftig	fifty	lima puluh	894	905	927	FALSE			lima hoeloe				objects		FIFTY	1717	https://concepticon.clld.org/parameters/1717
1319. <31>	1319	nêmmênga hoeloe	31	zestig	sixty	enam puluh	895	906	928	FALSE			nêmmênga hoeloe				people		SIXTY	1718	https://concepticon.clld.org/parameters/1718
1319. <31>	1319	nêmmênga hoeloe	31	zestig	sixty	enam puluh	895	906	928	FALSE			nêmmênga hoeloe				animals		SIXTY	1718	https://concepticon.clld.org/parameters/1718
1319. <31>	1319	nêmmênga hoeloe	31	zestig	sixty	enam puluh	895	906	928	FALSE			nêmmênga hoeloe				objects		SIXTY	1718	https://concepticon.clld.org/parameters/1718
1323. <32>	1323	saratoe-i	32	honderd	hundred	seratus	896	907	932	TRUE			saratoe-i				people		HUNDRED	1634	https://concepticon.clld.org/parameters/1634
1323. <32>	1323	saratoe-i	32	honderd	hundred	seratus	896	907	932	TRUE			saratoe-i				animals		HUNDRED	1634	https://concepticon.clld.org/parameters/1634
1323. <32>	1323	saratoe-i	32	honderd	hundred	seratus	896	907	932	TRUE			saratoe-i				objects		HUNDRED	1634	https://concepticon.clld.org/parameters/1634
1324. <33>	1324	lifoe	33	duizend	thousand	seribu	897	908	933	TRUE			lifoe				people		THOUSAND	1843	https://concepticon.clld.org/parameters/1843
1324. <33>	1324	lífoe	33	duizend	thousand	seribu	897	908	933	TRUE			lífoe				animals		THOUSAND	1843	https://concepticon.clld.org/parameters/1843
1324. <33>	1324	lífoe	33	duizend	thousand	seribu	897	908	933	TRUE			lífoe				objects		THOUSAND	1843	https://concepticon.clld.org/parameters/1843
1325. <34>	1325	salasò	34	tienduizend	ten thousand	sepuluh ribu	898	909	934	FALSE			salasò				people		TEN THOUSAND	2078	https://concepticon.clld.org/parameters/2078
1325. <34>	1325	salasò	34	tienduizend	ten thousand	sepuluh ribu	898	909	934	FALSE			salasò				animals		TEN THOUSAND	2078	https://concepticon.clld.org/parameters/2078
1325. <34>	1325	salasò	34	tienduizend	ten thousand	sepuluh ribu	898	909	934	FALSE			salasò				objects		TEN THOUSAND	2078	https://concepticon.clld.org/parameters/2078
1326. têngah	1326	têngah		een half	a half	setengah	899	910	935	FALSE									HALF	816	https://concepticon.clld.org/parameters/816
1327. a-at	1327	a-at		een kwart	a quarter	seperempat	900	911	936	FALSE										NA	https://concepticon.clld.org/parameters/NA
1328. sataraham	1328	sataraham		eenmaal	once	sekali	901	912	937	FALSE									ONE TIME	374	https://concepticon.clld.org/parameters/374
1329. doevò taraham	1329	doevò taraham		tweemaal	twice	dua kali	902	913	938	FALSE									TWICE	1546	https://concepticon.clld.org/parameters/1546
1330/1331. siamònan	1330/1331	siamònan		de eerste <unsp.>	the first	pertama	903	914	939	FALSE									FIRST	728	https://concepticon.clld.org/parameters/728
1332/1333. sénga tanoeri	1332/1333	sénga tanoeri		de tweede <unsp.>	the second	kedua	904	915	940	FALSE									SECOND	1384	https://concepticon.clld.org/parameters/1384
1336/1337. è oeri oeri	1336/1337	è oeri oeri		de laatste <unsp.>	the last	yang terakhir	905	916	942	FALSE									LAST (FINAL)	1529	https://concepticon.clld.org/parameters/1529
1338. òvìl	1338	òvìl		hoeveel	how much, how many	berapa	825	842	943	FALSE									HOW MANY	822	https://concepticon.clld.org/parameters/822
1339. avêl	1339	avêl		veel	many, much	banyak	826	843	944	TRUE	many								MANY	1198	https://concepticon.clld.org/parameters/1198
1340. eché éché	1340	eché éché		weinig	few, a little	sedikit	827	844	945	TRUE	few								A LITTLE	2924	https://concepticon.clld.org/parameters/2924
1347. oelang	1347	oelang		meer	more	lebih	828	845	952	FALSE									MORE	1992	https://concepticon.clld.org/parameters/1992
1349. asèp	1349	asèp		minder	less	kurang	829	846	953	FALSE									FEW	1242	https://concepticon.clld.org/parameters/1242
1350. maharè	1350	maharè		alle, alles	all	semua	830	847	954	TRUE									ALL	98	https://concepticon.clld.org/parameters/98
1356. satêpí	1356	satêpí		enkele	a few, some	beberapa	832	849	-	TRUE	some								FEW	1242	https://concepticon.clld.org/parameters/1242
1357. dè-oe	1357	dè-oe		ik	I	saya	837	853	960	TRUE									I	1209	https://concepticon.clld.org/parameters/1209
1358. dè-ò mésa	1358	dè-ò mésa		ik zelf	I myself	saya sendiri	-	858	961	FALSE									I	1209	https://concepticon.clld.org/parameters/1209
1359. di-ò	1359	di-ò		gij (enk.) <jij>	you (sing.)	kamu, engkau	838	854	962	TRUE	thou								THOU	1215	https://concepticon.clld.org/parameters/1215
1363. disè	1363	disè		hij	he	ia, kata ganti orang ke III tunggal (laki-laki)	839	855	963	TRUE									HE	1211	https://concepticon.clld.org/parameters/1211
1365. jama-i	1365	jama-i		wij (met insluiting der toegesproken persoon)	we (inclusive)	kita (kata ganti orang ke II jamak)	840	856	964	TRUE	we (incl.)								WE (INCLUSIVE)	1131	https://concepticon.clld.org/parameters/1131
1366. jama-i	1366	jama-i		wij (met uitsluiting der toegesproken persoon)	we (exclusive)	kami (kata ganti orang ke II jamak)	841	857	965	TRUE	we (excl.)								WE (EXCLUSIVE)	1130	https://concepticon.clld.org/parameters/1130
1369/1370. dè-ò ariné	1369/1370	dè-ò ariné		mijn <unsp.>	mine	kata ganti empunya orang ke I	846	861	-	FALSE									MY	2090	https://concepticon.clld.org/parameters/2090
1373/1374. di-ò ariné	1373/1374	di-ò ariné		uw <unsp.>	your	kata ganti empunya orang ke II	847	862	970	FALSE									YOUR (SINGULAR)	732	https://concepticon.clld.org/parameters/732
1375/1376. disè ariné	1375/1376	disè ariné		hun <unsp.>	their	kata ganti empunya orang ke III jamak	848	863	971	FALSE									THEIR	2400	https://concepticon.clld.org/parameters/2400
1379. èrèja	1379	èrèja		wie	who?	siapa	850	865	973	TRUE	who								WHO	1235	https://concepticon.clld.org/parameters/1235
1380. araja	1380	araja		wat	what?	apa	851	866	974	TRUE	what								WHAT	1236	https://concepticon.clld.org/parameters/1236
1385. ijéa	1385	ijéa		die (dicht bij)	that (nearby)	itu (dekatmu)	854	869	-	FALSE									THAT	78	https://concepticon.clld.org/parameters/78
1386. èndèja	1386	èndèja		die (veraf)	that (faraway)	itu (di sana)	854	869	-	TRUE	that								THAT	78	https://concepticon.clld.org/parameters/78
1388. è èrè	1388	è èrè		hier	here	di sini	855	870	979	TRUE									HERE	136	https://concepticon.clld.org/parameters/136
1394. balal <35>	1394	balal	35	dag (en tijden van dag)	day	hari	781	805	983	TRUE			sênajan, sêlassa, raboeh, hami/chamè, dima-at, saptoe, ahad						DAY (24 HOURS)	1260	https://concepticon.clld.org/parameters/1260
1398. ahé	1398	ahé		licht	light	sinar	292	294	985	FALSE									LIGHT (RADIATION)	630	https://concepticon.clld.org/parameters/630
1402. bêngi	1402	bêngi		nacht (en tijden van nacht)	night (time of the night)	malam	787	808	-	TRUE	night								NIGHT	1233	https://concepticon.clld.org/parameters/1233
1406. tahoen sachachè	1406	tahoen sachachè		jaar	year	tahun	785	807	990	TRUE									YEAR	1226	https://concepticon.clld.org/parameters/1226
1407. moesin	1407	moesin		moesson	monsoon	musim	789	809	-	FALSE									SEASON	691	https://concepticon.clld.org/parameters/691
1408. doema-ar	1408	doema-ar		nu	now	sekarang	790	810	991	FALSE									NOW	1376	https://concepticon.clld.org/parameters/1376
1409. ba-al	1409	ba-al		straks	shortly	sebentar lagi	791	811	992	FALSE									SOON	703	https://concepticon.clld.org/parameters/703
1411. sémónan	1411	sémónan		vroeger	formerly	tempo hari	793	812	993	FALSE									ONCE (IN THE PAST)	2914	https://concepticon.clld.org/parameters/2914
1412/1413. itafan amòn	1412/1413	itafan amòn		voor <unsp.>	before	sebelum	794	813	-	FALSE									BEFORE	1882	https://concepticon.clld.org/parameters/1882
1416. inasè-oe	1416	inasè-oe		zoe_ven	a moment ago	tadi	797	815	995	FALSE									ONCE (IN THE PAST)	2914	https://concepticon.clld.org/parameters/2914
1418. sori valal	1418	sori valal		gisteren	yesterday	kemarin	798	816	997	FALSE									YESTERDAY	1174	https://concepticon.clld.org/parameters/1174
1419. sidò fòngi	1419	sidò fòngi		eergisteren	the day before yesterday	kemarin dulu	799	817	998	FALSE									DAY BEFORE YESTERDAY	1180	https://concepticon.clld.org/parameters/1180
1420. valal èrè	1420	valal èrè		vandaag	today	hari ini	800	818	999	FALSE									TODAY	1283	https://concepticon.clld.org/parameters/1283
1422. dêman	1422	dêman		morgen	tomorrow	besok	801	819	1001	FALSE									TOMORROW	1329	https://concepticon.clld.org/parameters/1329
1423. dòfongi	1423	dòfongi		overmorgen	the day after tomorrow	lusa	802	820	1002	FALSE									DAY AFTER TOMORROW	1179	https://concepticon.clld.org/parameters/1179
1427. hè-oe	1427	hè-oe		wanneer	when	kapan, bilamana	835	851	1006	TRUE									WHEN	1238	https://concepticon.clld.org/parameters/1238
1428. ngang	1428	ngang		reeds	already	sudah	805	823	1007	FALSE									ALREADY	2576	https://concepticon.clld.org/parameters/2576
1429. ba-on è	1429	ba-on è		nog niet	not yet	belum	806	824	1008	FALSE									YET	2577	https://concepticon.clld.org/parameters/2577
1431. oetaro	1431	oetaro		noord	north	utara	807	825	1010	FALSE									NORTH	1598	https://concepticon.clld.org/parameters/1598
1432. selatan	1432	selatan		zuid	south	selatan	808	826	1011	FALSE									SOUTH	1595	https://concepticon.clld.org/parameters/1595
1433. timoe/timo/djati	1433	timoe/timo/djati		oost	east	timur	809	827	1012	FALSE									EAST	1877	https://concepticon.clld.org/parameters/1877
1434. barat tepat	1434	barat tepat		west	west	barat	810	828	1013	FALSE									WEST	1817	https://concepticon.clld.org/parameters/1817
1435. ambilang	1435	ambilang		links	left	kiri	775	801	1014	TRUE	left (side)								LEFT	244	https://concepticon.clld.org/parameters/244
1436. anawan	1436	anawan		rechts	right	kanan	776	802	1015	TRUE	right (side)								RIGHT	1019	https://concepticon.clld.org/parameters/1019
1439. mèbafòh	1439	mèbafòh		van boven	from above	dari atas	812	830	1018	FALSE									ABOVE	1741	https://concepticon.clld.org/parameters/1741
1440. mènahoe	1440	mènahoe		onder	under	di bawah	813	831	1019	FALSE									BELOW OR UNDER	1485	https://concepticon.clld.org/parameters/1485
1441. mènahoe	1441	mènahoe		van onderen	from underneath	dari bawah	814	832	1020	FALSE									BELOW OR UNDER	1485	https://concepticon.clld.org/parameters/1485
1442/1443. tèjè mèjè	1442/1443	tèjè mèjè		van-tot <unsp.>	from-to	dari-hingga	804	822	1021	FALSE										NA	
1446. tè	1446	tè		van	from	dari	817	834	-	FALSE									FROM	693	https://concepticon.clld.org/parameters/693
1447. lêntó'	1447	lêntó'		tot	until	hingga	818	835	-	FALSE									UNTIL	2753	https://concepticon.clld.org/parameters/2753
1448. tè	1448	tè		te	at, in	di	819	836	1022	TRUE	at								AT	1461	https://concepticon.clld.org/parameters/1461
1450. afacha	1450	afacha		in	in, inside	di (dalam)	821	838	1022	TRUE	in								INSIDE	1606	https://concepticon.clld.org/parameters/1606
1452. arêkên	1452	arêkên		nabij	nearby	di dekat, di	774	800	1023	TRUE	near								NEAR	1942	https://concepticon.clld.org/parameters/1942
1453. aròh	1453	aròh		veraf	far	jauh	777	803	1024	TRUE									FAR	1406	https://concepticon.clld.org/parameters/1406
1454. mèchênèngi	1454	mèchênèngi		rondom	around, surrounding	se-kellling	778	804	1025	FALSE										NA	https://concepticon.clld.org/parameters/NA
1460. omarò-í	1460	omarò-í		waar	where	di mana	834	850	1030	TRUE									WHERE	1237	https://concepticon.clld.org/parameters/1237
1461. oenèmboean	1461	oenèmboean		hoe	how	bagaimana	824	841	1031	TRUE									HOW	1239	https://concepticon.clld.org/parameters/1239
1465. arabalèmò	1465	arabalèmò		waarom	why	mengapa	836	852	1034	FALSE									WHY	1270	https://concepticon.clld.org/parameters/1270
1466. têmtoe	1466	têmtoe		zeker	certainly, sure	pasti	857	872	-	FALSE									CERTAIN	509	https://concepticon.clld.org/parameters/509
1467. kadang	1467	kadang		misschien	maybe	barangkali	858	873	1035	FALSE									PERHAPS	2278	https://concepticon.clld.org/parameters/2278
1470. samò	1470	samò		met	with	dengan	860	875	1038	TRUE									WITH	1340	https://concepticon.clld.org/parameters/1340
1471. ba-on	1471	ba-on		neen	no	tidak	861	876	1039	FALSE									NO	1269	https://concepticon.clld.org/parameters/1269
1472. nga	1472	nga		ja	yes	ya	862	877	1040	FALSE									YES	1268	https://concepticon.clld.org/parameters/1268
1474. tè èn	1474	tè èn		niet (bukan)	not, no	bukan	863	878	1041	TRUE	not								NO OR NOT	2279	https://concepticon.clld.org/parameters/2279
1475. bèri	1475	bèri		niet (jangan)	not, no	jangan	863	878	1041	TRUE	not								NO OR NOT	2279	https://concepticon.clld.org/parameters/2279
1477. jélia si-énga	1477	jélia si-énga		slechts	only	hanya	865	880	1042	FALSE									ONLY	1580	https://concepticon.clld.org/parameters/1580
1478. akên	1478	akên		bijna	almost	hampir	867	882	1043	FALSE										NA	https://concepticon.clld.org/parameters/NA
1479. aramangia	1479	aramangia		maar	but	tetapi	866	881	-	FALSE									BUT	3843	https://concepticon.clld.org/parameters/3843
1486. ba-on	1486	ba-on		geen	no, not a, none	tidak, tidak ada, bukan	831	848	-	FALSE									NO OR NOT	2279	https://concepticon.clld.org/parameters/2279
